act,scene,num,character,line
1,2,471,STAGE DIRECTION," _Enter CALIBAN._"
1,2,472,CALIBAN,"As wicked dew as e’er my mother brush’d"
1,2,473,CALIBAN,"With raven’s feather from unwholesome fen"
1,2,474,CALIBAN,"Drop on you both! a south-west blow on ye"
1,2,475,CALIBAN,"And blister you all o’er!"
1,2,476,PROSPERO,"For this, be sure, to-night thou shalt have cramps,"
1,2,477,PROSPERO,"Side-stitches that shall pen thy breath up; urchins"
1,2,478,PROSPERO,"Shall, for that vast of night that they may work,"
1,2,479,PROSPERO,"All exercise on thee; thou shalt be pinch’d"
1,2,480,PROSPERO,"As thick as honeycomb, each pinch more stinging"
1,2,481,PROSPERO,"Than bees that made ’em."
1,2,482,CALIBAN,"I must eat my dinner."
1,2,483,CALIBAN,"This island’s mine, by Sycorax my mother,"
1,2,484,CALIBAN,"Which thou takest from me. When thou camest first,"
1,2,485,CALIBAN,"Thou strokedst me, and madest much of me; wouldst give me"
1,2,486,CALIBAN,"Water with berries in’t; and teach me how"
1,2,487,CALIBAN,"To name the bigger light, and how the less,"
1,2,488,CALIBAN,"That burn by day and night: and then I loved thee,"
1,2,489,CALIBAN,"And show’d thee all the qualities o’ th’ isle,"
1,2,490,CALIBAN,"The fresh springs, brine-pits, barren place and fertile:"
1,2,491,CALIBAN,"Curs’d be I that did so! All the charms"
1,2,492,CALIBAN,"Of Sycorax, toads, beetles, bats, light on you!"
1,2,493,CALIBAN,"For I am all the subjects that you have,"
1,2,494,CALIBAN,"Which first was mine own king: and here you sty me"
1,2,495,CALIBAN,"In this hard rock, whiles you do keep from me"
1,2,496,CALIBAN,"The rest o’ th’ island."
1,2,497,PROSPERO,"Thou most lying slave,"
1,2,498,PROSPERO,"Whom stripes may move, not kindness! I have used thee,"
1,2,499,PROSPERO,"Filth as thou art, with human care; and lodged thee"
1,2,500,PROSPERO,"In mine own cell, till thou didst seek to violate"
1,2,501,PROSPERO,"The honour of my child."
1,2,502,CALIBAN,"O ho, O ho! would ’t had been done!"
1,2,503,CALIBAN,"Thou didst prevent me; I had peopled else"
1,2,504,CALIBAN,"This isle with Calibans."
1,2,505,PROSPERO,"Abhorred slave,"
1,2,506,PROSPERO,"Which any print of goodness wilt not take,"
1,2,507,PROSPERO,"Being capable of all ill! I pitied thee,"
1,2,508,PROSPERO,"Took pains to make thee speak, taught thee each hour"
1,2,509,PROSPERO,"One thing or other: when thou didst not, savage,"
1,2,510,PROSPERO,"Know thine own meaning, but wouldst gabble like"
1,2,511,PROSPERO,"A thing most brutish, I endow’d thy purposes"
1,2,512,PROSPERO,"With words that made them known. But thy vile race,"
1,2,513,PROSPERO,"Though thou didst learn, had that in’t which good natures"
1,2,514,PROSPERO,"Could not abide to be with; therefore wast thou"
1,2,515,PROSPERO,"Deservedly confined into this rock,"
1,2,516,PROSPERO,"Who hadst deserved more than a prison."
1,2,517,CALIBAN,"You taught me language; and my profit on’t"
1,2,518,CALIBAN,"Is, I know how to curse. The red plague rid you"
1,2,519,CALIBAN,"For learning me your language!"
1,2,520,PROSPERO,"Hag-seed, hence!"
1,2,521,PROSPERO,"Fetch us in fuel; and be quick, thou’rt best,"
1,2,522,PROSPERO,"To answer other business. Shrug’st thou, malice?"
1,2,523,PROSPERO,"If thou neglect’st, or dost unwillingly"
1,2,524,PROSPERO,"What I command, I’ll rack thee with old cramps,"
1,2,525,PROSPERO,"Fill all thy bones with aches, make thee roar,"
1,2,526,PROSPERO,"That beasts shall tremble at thy din."
1,2,527,CALIBAN,"No, pray thee."
1,2,528,CALIBAN,"[_Aside_] I must obey: his art is of such power,"
1,2,529,CALIBAN,"It would control my dam’s god, Setebos,"
1,2,530,CALIBAN,"And make a vassal of him."
1,2,531,PROSPERO,"So, slave; hence!"
1,2,532,STAGE DIRECTION," [_Exit Caliban._"
1,2,533,STAGE DIRECTION," _Re-enter ARIEL, invisible, playing and singing; FERDINAND"
1,2,534,STAGE DIRECTION," following._"
1,2,535,STAGE DIRECTION," _ARIEL’S song._"
1,2,536,PROSPERO,"Come unto these yellow sands,"
1,2,537,PROSPERO,"And then take hands:"
1,2,538,PROSPERO,"Courtsied when you have and kiss’d"
1,2,539,PROSPERO,"The wild waves whist:"
1,2,540,PROSPERO,"Foot it featly here and there;"
1,2,541,PROSPERO,"And, sweet sprites, the burthen bear."
1,2,542,STAGE DIRECTION," _Burthen_ [_dispersedly_]. Hark, hark!"
1,2,543,PROSPERO,"Bow-wow."
1,2,544,PROSPERO,"The watch-dogs bark:"
1,2,545,PROSPERO,"Bow-wow."
1,2,546,ARIEL,"Hark, hark! I hear"
1,2,547,ARIEL,"The strain of strutting chanticleer"
1,2,548,ARIEL,"Cry, Cock-a-diddle-dow."
1,2,549,FERDINAND,"Where should this music be? i’ th’ air or th’ earth?"
1,2,550,FERDINAND,"It sounds no more: and, sure, it waits upon"
1,2,551,FERDINAND,"Some god o’ th’ island. Sitting on a bank,"
1,2,552,FERDINAND,"Weeping again the king my father’s wreck,"
1,2,553,FERDINAND,"This music crept by me upon the waters,"
1,2,554,FERDINAND,"Allaying both their fury and my passion"
1,2,555,FERDINAND,"With its sweet air: thence I have follow’d it."
1,2,556,FERDINAND,"Or it hath drawn me rather. But ’tis gone."
1,2,557,FERDINAND,"No, it begins again."
1,2,558,STAGE DIRECTION," _ARIEL sings._"
1,2,559,FERDINAND,"Full fathom five thy father lies;"
1,2,560,FERDINAND,"Of his bones are coral made;"
1,2,561,FERDINAND,"Those are pearls that were his eyes:"
1,2,562,FERDINAND,"Nothing of him that doth fade,"
1,2,563,FERDINAND,"But doth suffer a sea-change"
1,2,564,FERDINAND,"Into something rich and strange."
1,2,565,FERDINAND,"Sea-nymphs hourly ring his knell:"
1,2,566,STAGE DIRECTION," _Burthen:_ Ding-dong."
1,2,567,ARIEL,"Hark! now I hear them,--Ding-dong, bell."
1,2,568,FERDINAND,"The ditty does remember my drown’d father."
1,2,569,FERDINAND,"This is no mortal business, nor no sound"
1,2,570,FERDINAND,"That the earth owes:--I hear it now above me."
1,2,571,PROSPERO,"The fringed curtains of thine eye advance,"
1,2,572,PROSPERO,"And say what thou seest yond."
1,2,573,MIRANDA,"What is’t? a spirit?"
1,2,574,MIRANDA,"Lord, how it looks about! Believe me, sir,"
1,2,575,MIRANDA,"It carries a brave form. But ’tis a spirit."
1,2,576,PROSPERO,"No, wench; it eats and sleeps and hath such senses"
1,2,577,PROSPERO,"As we have, such. This gallant which thou seest"
1,2,578,PROSPERO,"Was in the wreck; and, but he’s something stain’d"
1,2,579,PROSPERO,"With grief, that’s beauty’s canker, thou mightst call him"
1,2,580,PROSPERO,"A goodly person: he hath lost his fellows,"
1,2,581,PROSPERO,"And strays about to find ’em."
1,2,582,MIRANDA,"I might call him"
1,2,583,MIRANDA,"A thing divine; for nothing natural"
1,2,584,MIRANDA,"I ever saw so noble."
1,2,585,PROSPERO,"[_Aside_] It goes on, I see,"
1,2,586,PROSPERO,"As my soul prompts it. Spirit, fine spirit! I’ll free thee"
1,2,587,PROSPERO,"Within two days for this."
1,2,588,FERDINAND,"Most sure, the goddess"
1,2,589,FERDINAND,"On whom these airs attend! Vouchsafe my prayer"
1,2,590,FERDINAND,"May know if you remain upon this island;"
1,2,591,FERDINAND,"And that you will some good instruction give"
1,2,592,FERDINAND,"How I may bear me here: my prime request,"
1,2,593,FERDINAND,"Which I do last pronounce, is, O you wonder!"
1,2,594,FERDINAND,"If you be maid or no?"
1,2,595,MIRANDA,"No wonder, sir;"
1,2,596,MIRANDA,"But certainly a maid."
1,2,597,FERDINAND,"My language! heavens!"
1,2,598,FERDINAND,"I am the best of them that speak this speech,"
1,2,599,FERDINAND,"Were I but where ’tis spoken."
1,2,600,PROSPERO,"How? the best?"
1,2,601,PROSPERO,"What wert thou, if the King of Naples heard thee?"
1,2,602,FERDINAND,"A single thing, as I am now, that wonders"
1,2,603,FERDINAND,"To hear thee speak of Naples. He does hear me;"
1,2,604,FERDINAND,"And that he does I weep: myself am Naples,"
1,2,605,FERDINAND,"Who with mine eyes, never since at ebb, beheld"
1,2,606,FERDINAND,"The king my father wreck’d."
1,2,607,MIRANDA,"Alack, for mercy!"
1,2,608,FERDINAND,"Yes, faith, and all his lords; the Duke of Milan"
1,2,609,FERDINAND,"And his brave son being twain."
1,2,610,PROSPERO,"[_Aside_] The Duke of Milan"
1,2,611,PROSPERO,"And his more braver daughter could control thee,"
1,2,612,PROSPERO,"If now ’twere fit to do’t. At the first sight"
1,2,613,PROSPERO,"They have changed eyes. Delicate Ariel,"
1,2,614,PROSPERO,"I’ll set thee free for this. [_To Fer._] A word, good sir;"
1,2,615,PROSPERO,"I fear you have done yourself some wrong: a word."
1,2,616,MIRANDA,"Why speaks my father so ungently? This"
1,2,617,MIRANDA,"Is the third man that e’er I saw; the first"
1,2,618,MIRANDA,"That e’er I sigh’d for: pity move my father"
1,2,619,MIRANDA,"To be inclined my way!"
1,2,620,FERDINAND,"O, if a virgin,"
1,2,621,FERDINAND,"And your affection not gone forth, I’ll make you"
1,2,622,FERDINAND,"The queen of Naples."
1,2,623,PROSPERO,"Soft, sir! one word more."
1,2,624,PROSPERO,"[_Aside_] They are both in either’s powers:"
1,2,625,PROSPERO,"but this swift business"
1,2,626,PROSPERO,"I must uneasy make, lest too light winning"
1,2,627,PROSPERO,"Make the prize light. [_To Fer._] One word more; I charge thee"
1,2,628,PROSPERO,"That thou attend me: thou dost here usurp"
1,2,629,PROSPERO,"The name thou owest not; and hast put thyself"
1,2,630,PROSPERO,"Upon this island as a spy, to win it"
1,2,631,PROSPERO,"From me, the lord on’t."
1,2,632,FERDINAND,"No, as I am a man."
1,2,633,MIRANDA,"There’s nothing ill can dwell in such a temple:"
1,2,634,MIRANDA,"If the ill spirit have so fair a house,"
1,2,635,MIRANDA,"Good things will strive to dwell with’t."
1,2,636,PROSPERO,"Follow me."
1,2,637,PROSPERO,"Speak not you for him; he’s a traitor. Come;"
1,2,638,PROSPERO,"I’ll manacle thy neck and feet together:"
1,2,639,PROSPERO,"Sea-water shalt thou drink; thy food shall be"
1,2,640,PROSPERO,"The fresh-brook muscles, wither’d roots, and husks"
1,2,641,PROSPERO,"Wherein the acorn cradled. Follow."
1,2,643,FERDINAND,"No; I will resist such entertainment till"
1,2,644,FERDINAND,"Mine enemy has more power."
1,2,645,STAGE DIRECTION," [_Draws, and is charmed from moving._"
1,2,646,MIRANDA,"O dear father,"
1,2,647,MIRANDA,"Make not too rash a trial of him, for"
1,2,648,MIRANDA,"He’s gentle, and not fearful."
1,2,649,PROSPERO,"What! I say,"
1,2,650,PROSPERO,"My foot my tutor? Put thy sword up, traitor;"
1,2,651,PROSPERO,"Who makest a show, but darest not strike, thy conscience"
1,2,652,PROSPERO,"Is so possess’d with guilt: come from thy ward;"
1,2,653,PROSPERO,"For I can here disarm thee with this stick"
1,2,654,PROSPERO,"And make thy weapon drop."
1,2,655,MIRANDA,"Beseech you, father."
1,2,656,PROSPERO,"Hence! hang not on my garments."
1,2,657,MIRANDA,"Sir, have pity;"
1,2,658,MIRANDA,"I’ll be his surety."
1,2,659,PROSPERO,"Silence! one word more"
1,2,660,PROSPERO,"Shall make me chide thee, if not hate thee. What!"
1,2,661,PROSPERO,"An advocate for an impostor! hush!"
1,2,662,PROSPERO,"Thou think’st there is no more such shapes as he,"
1,2,663,PROSPERO,"Having seen but him and Caliban: foolish wench!"
1,2,664,PROSPERO,"To the most of men this is a Caliban,"
1,2,665,PROSPERO,"And they to him are angels."
1,2,666,MIRANDA,"My affections"
1,2,667,MIRANDA,"Are, then, most humble; I have no ambition"
1,2,668,MIRANDA,"To see a goodlier man."
1,2,669,PROSPERO,"Come on; obey:"
1,2,670,PROSPERO,"Thy nerves are in their infancy again,"
1,2,671,PROSPERO,"And have no vigour in them."
1,2,672,FERDINAND,"So they are:"
1,2,673,FERDINAND,"My spirits, as in a dream, are all bound up."
1,2,674,FERDINAND,"My father’s loss, the weakness which I feel,"
1,2,675,FERDINAND,"The wreck of all my friends, nor this man’s threats,"
1,2,676,FERDINAND,"To whom I am subdued, are but light to me,"
1,2,677,FERDINAND,"Might I but through my prison once a day"
1,2,678,FERDINAND,"Behold this maid: all corners else o’ th’ earth"
1,2,679,FERDINAND,"Let liberty make use of; space enough"
1,2,680,FERDINAND,"Have I in such a prison."
1,2,681,PROSPERO,"[_Aside_] It works. [_To Fer._] Come on."
1,2,682,PROSPERO,"Thou hast done well, fine Ariel! [_To Fer._] Follow me."
1,2,683,PROSPERO,"[_To Ari._] Hark what thou else shalt do me."
1,2,684,MIRANDA,"Be of comfort;"
1,2,685,MIRANDA,"My father’s of a better nature, sir,"
1,2,686,MIRANDA,"Than he appears by speech: this is unwonted"
1,2,687,MIRANDA,"Which now came from him."
1,2,688,PROSPERO,"Thou shalt be as free"
1,2,689,PROSPERO,"As mountain winds: but then exactly do"
1,2,690,PROSPERO,"All points of my command."
1,2,691,ARIEL,"To the syllable."
1,2,692,PROSPERO,"Come, follow. Speak not for him."
1,2,693,STAGE DIRECTION," [_Exeunt._"
2,0,694,ACT,"ACT II."
2,1,695,SCENE SETTING,"SCENE I. _Another part of the island._"
2,1,696,STAGE DIRECTION," _Enter ALONSO, SEBASTIAN, ANTONIO, GONZALO, ADRIAN, FRANCISCO,"
2,1,697,STAGE DIRECTION," and others._"
2,1,698,GONZALO,"Beseech you, sir, be merry; you have cause,"
2,1,699,GONZALO,"So have we all, of joy; for our escape"
2,1,700,GONZALO,"Is much beyond our loss. Our hint of woe"
2,1,701,GONZALO,"Is common; every day, some sailor’s wife,"
2,1,702,GONZALO,"The masters of some merchant, and the merchant,"
2,1,703,GONZALO,"Have just our theme of woe; but for the miracle,"
2,1,704,GONZALO,"I mean our preservation, few in millions"
2,1,705,GONZALO,"Can speak like us: then wisely, good sir, weigh"
2,1,706,GONZALO,"Our sorrow with our comfort."
2,1,707,AONSO,"Prithee, peace."
2,1,708,SEBASTIAN,"He receives comfort like cold porridge."
2,1,709,ANTONIO,"The visitor will not give him o’er so."
2,1,710,SEBASTIAN,"Look, he’s winding up the watch of his wit; by"
2,1,711,SEBASTIAN,"and by it will strike."
2,1,712,GONZALO,"Sir,--"
2,1,713,SEBASTIAN,"One: tell."
2,1,714,GONZALO,"When every grief is entertain’d that’s offer’d,"
2,1,715,GONZALO,"Comes to the entertainer--"
2,1,716,SEBASTIAN,"A dollar."
2,1,717,GONZALO,"Dolour comes to him, indeed: you have spoken"
2,1,718,GONZALO,"truer than you purposed."
2,1,719,SEBASTIAN,"You have taken it wiselier than I meant you should."
2,1,720,GONZALO,"Therefore, my lord,--"
2,1,721,ANTONIO,"Fie, what a spendthrift is he of his tongue!"
2,1,722,AONSO,"I prithee, spare."
2,1,723,GONZALO,"Well, I have done: but yet,--"
2,1,724,SEBASTIAN,"He will be talking."
2,1,725,ANTONIO,"Which, of he or Adrian, for a good wager, first"
2,1,726,ANTONIO,"begins to crow?"
2,1,727,SEBASTIAN,"The old cock."
2,1,728,ANTONIO,"The cockerel."
2,1,729,SEBASTIAN,"Done. The wager?"
2,1,730,ANTONIO,"A laughter."
2,1,731,SEBASTIAN,"A match!"
2,1,732,ADRIAN,"Though this island seem to be desert,--"
2,1,733,SEBASTIAN,"Ha, ha, ha!--So, you’re paid."
2,1,734,ADRIAN,"Uninhabitable, and almost inaccessible,--"
2,1,735,SEBASTIAN,"Yet,--"
2,1,736,ADRIAN,"Yet,--"
2,1,737,ANTONIO,"He could not miss’t."
2,1,738,ADRIAN,"It must needs be of subtle, tender and delicate"
2,1,739,ADRIAN,"temperance."
2,1,740,ANTONIO,"Temperance was a delicate wench."
2,1,741,SEBASTIAN,"Ay, and a subtle; as he most learnedly delivered."
2,1,742,ADRIAN,"The air breathes upon us here most sweetly."
2,1,743,SEBASTIAN,"As if it had lungs, and rotten ones."
2,1,744,ANTONIO,"Or as ’twere perfumed by a fen."
2,1,745,GONZALO,"Here is every thing advantageous to life."
2,1,746,ANTONIO,"True; save means to live."
2,1,747,SEBASTIAN,"Of that there’s none, or little."
2,1,748,GONZALO,"How lush and lusty the grass looks! how green!"
2,1,749,ANTONIO,"The ground, indeed, is tawny."
2,1,750,SEBASTIAN,"With an eye of green in’t."
2,1,751,ANTONIO,"He misses not much."
2,1,752,SEBASTIAN,"No; he doth but mistake the truth totally."
2,1,753,GONZALO,"But the rarity of it is,--which is indeed almost"
2,1,754,GONZALO,"beyond credit,--"
2,1,755,SEBASTIAN,"As many vouched rarities are."
2,1,756,GONZALO,"That our garments, being, as they were, drenched"
2,1,757,GONZALO,"in the sea, hold, notwithstanding, their freshness and glosses,"
2,1,758,GONZALO,"being rather new-dyed than stained with salt water."
2,1,759,ANTONIO,"If but one of his pockets could speak, would it"
2,1,760,ANTONIO,"not say he lies?"
2,1,761,SEBASTIAN,"Ay, or very falsely pocket up his report."
2,1,762,GONZALO,"Methinks our garments are now as fresh as when"
2,1,763,GONZALO,"we put them on first in Afric, at the marriage of the king’s"
2,1,764,GONZALO,"fair daughter Claribel to the King of Tunis."
2,1,765,SEBASTIAN,"’Twas a sweet marriage, and we prosper well in"
2,1,766,SEBASTIAN,"our return."
2,1,767,ADRIAN,"Tunis was never graced before with such a paragon"
2,1,768,ADRIAN,"to their queen."
2,1,769,GONZALO,"Not since widow Dido’s time."
2,1,770,ANTONIO,"Widow! a pox o’ that! How came that widow"
2,1,771,ANTONIO,"in? widow Dido!"
2,1,772,SEBASTIAN,"What if he had said ‘widower Æneas’ too? Good"
2,1,773,SEBASTIAN,"Lord, how you take it!"
2,1,774,ADRIAN,"‘Widow Dido’ said you? you make me study of"
2,1,775,ADRIAN,"that: she was of Carthage, not of Tunis."
2,1,776,GONZALO,"This Tunis, sir, was Carthage."
2,1,777,ADRIAN,"Carthage?"
2,1,778,GONZALO,"I assure you, Carthage."
2,1,779,SEBASTIAN,"His word is more than the miraculous harp; he"
2,1,780,SEBASTIAN,"hath raised the wall, and houses too."
2,1,781,ANTONIO,"What impossible matter will he make easy next?"
2,1,782,SEBASTIAN,"I think he will carry this island home in his"
2,1,783,SEBASTIAN,"pocket, and give it his son for an apple."
2,1,784,ANTONIO,"And, sowing the kernels of it in the sea, bring"
2,1,785,ANTONIO,"forth more islands."
2,1,786,GONZALO,"Ay.-"
2,1,787,ANTONIO,"Why, in good time."
2,1,788,GONZALO,"Sir, we were talking that our garments seem now"
2,1,789,GONZALO,"as fresh as when we were at Tunis at the marriage of your"
2,1,790,GONZALO,"daughter, who is now queen."
2,1,791,ANTONIO,"And the rarest that e’er came there."
2,1,792,SEBASTIAN,"Bate, I beseech you, widow Dido."
2,1,793,ANTONIO,"O, widow Dido! ay, widow Dido."
2,1,794,GONZALO,"Is not, sir, my doublet as fresh as the first day I"
2,1,795,GONZALO,"wore it? I mean, in a sort."
2,1,796,ANTONIO,"That sort was well fished for."
2,1,797,GONZALO,"When I wore it at your daughter’s marriage?"
2,1,798,AONSO,"You cram these words into mine ears against"
2,1,799,AONSO,"The stomach of my sense. Would I had never"
2,1,800,AONSO,"Married my daughter there! for, coming thence,"
2,1,801,AONSO,"My son is lost, and, in my rate, she too."
2,1,802,AONSO,"Who is so far from Italy removed"
2,1,803,AONSO,"I ne’er again shall see her. O thou mine heir"
2,1,804,AONSO,"Of Naples and of Milan, what strange fish"
2,1,805,AONSO,"Hath made his meal on thee?"
2,1,806,FRANCISCO,"Sir, he may live:"
2,1,807,FRANCISCO,"I saw him beat the surges under him,"
2,1,808,FRANCISCO,"And ride upon their backs; he trod the water."
2,1,809,FRANCISCO,"Whose enmity he flung aside, and breasted"
2,1,810,FRANCISCO,"The surge most swoln that met him; his bold head"
2,1,811,FRANCISCO,"’Bove the contentious waves he kept, and oar’d"
2,1,812,FRANCISCO,"Himself with his good arms in lusty stroke"
2,1,813,FRANCISCO,"To the shore, that o’er his wave-worn basis bow’d,"
2,1,814,FRANCISCO,"As stooping to relieve him: I not doubt"
2,1,815,FRANCISCO,"He came alive to land."
2,1,816,AONSO,"No, no, he’s gone."
2,1,817,SEBASTIAN,"Sir, you may thank yourself for this great loss,"
2,1,818,SEBASTIAN,"That would not bless our Europe with your daughter,"
2,1,819,SEBASTIAN,"But rather lose her to an African;"
2,1,820,SEBASTIAN,"Where she, at least, is banish’d from your eye,"
2,1,821,SEBASTIAN,"Who hath cause to wet the grief on’t."
2,1,822,AONSO,"Prithee, peace."
2,1,823,SEBASTIAN,"You were kneel’d to, and importuned otherwise,"
2,1,824,SEBASTIAN,"By all of us; and the fair soul herself"
2,1,825,SEBASTIAN,"Weigh’d between loathness and obedience, at"
2,1,826,SEBASTIAN,"Which end o’ the beam should bow. We have lost your son,"
2,1,827,SEBASTIAN,"I fear, for ever: Milan and Naples have"
2,1,828,SEBASTIAN,"More widows in them of this business’ making"
2,1,829,SEBASTIAN,"Than we bring men to comfort them:"
2,1,830,SEBASTIAN,"The fault’s your own."
2,1,831,AONSO,"So is the dear’st o’ the loss."
2,1,832,GONZALO,"My lord Sebastian,"
2,1,833,GONZALO,"The truth you speak doth lack some gentleness,"
2,1,834,GONZALO,"And time to speak it in: you rub the sore,"
2,1,835,GONZALO,"When you should bring the plaster."
2,1,836,SEBASTIAN,"Very well."
2,1,837,ANTONIO,"And most chirurgeonly."
2,1,838,GONZALO,"It is foul weather in us all, good sir,"
2,1,839,GONZALO,"When you are cloudy."
2,1,840,SEBASTIAN,"Foul weather?"
2,1,841,ANTONIO,"Very foul."
2,1,842,GONZALO,"Had I plantation of this isle, my lord,--"
2,1,843,ANTONIO,"He’ld sow’t with nettle-seed."
2,1,844,SEBASTIAN,"Or docks, or mallows."
2,1,845,GONZALO,"And were the king on’t, what would I do?"
2,1,846,SEBASTIAN,"’Scape being drunk for want of wine."
2,1,847,GONZALO,"I’ the commonwealth I would by contraries"
2,1,848,GONZALO,"Execute all things; for no kind of traffic"
2,1,849,GONZALO,"Would I admit; no name of magistrate;"
2,1,850,GONZALO,"Letters should not be known; riches, poverty,"
2,1,851,GONZALO,"And use of service, none; contract, succession,"
2,1,852,GONZALO,"Bourn, bound of land, tilth, vineyard, none;"
2,1,853,GONZALO,"No use of metal, corn, or wine, or oil;"
2,1,854,GONZALO,"No occupation; all men idle, all;"
2,1,855,GONZALO,"And women too, but innocent and pure;"
2,1,856,GONZALO,"No sovereignty;--"
2,1,857,SEBASTIAN,"Yet he would be king on’t."
2,1,858,ANTONIO,"The latter end of his commonwealth forgets the"
2,1,859,ANTONIO,"beginning."
2,1,860,GONZALO,"All things in common nature should produce"
2,1,861,GONZALO,"Without sweat or endeavour: treason, felony,"
2,1,862,GONZALO,"Sword, pike, knife, gun, or need of any engine,"
2,1,863,GONZALO,"Would I not have; but nature should bring forth,"
2,1,864,GONZALO,"Of its own kind, all foison, all abundance,"
2,1,865,GONZALO,"To feed my innocent people."
2,1,866,SEBASTIAN,"No marrying ’mong his subjects?"
2,1,867,ANTONIO,"None, man; all idle; whores and knaves."
2,1,868,GONZALO,"I would with such perfection govern, sir,"
2,1,869,GONZALO,"To excel the golden age."
2,1,870,SEBASTIAN,"’Save his majesty!"
2,1,871,ANTONIO,"Long live Gonzalo!"
2,1,872,GONZALO,"And,--do you mark me, sir?"
2,1,873,AONSO,"Prithee, no more: thou dost talk nothing to me."
2,1,874,GONZALO,"I do well believe your highness; and did it to minister"
2,1,875,GONZALO,"occasion to these gentlemen, who are of such sensible"
2,1,876,GONZALO,"and nimble lungs that they always use to laugh at nothing."
2,1,877,ANTONIO,"’Twas you we laughed at."
2,1,878,GONZALO,"Who in this kind of merry fooling am nothing to"
2,1,879,GONZALO,"you: so you may continue, and laugh at nothing still."
2,1,880,ANTONIO,"What a blow was there given!"
2,1,881,SEBASTIAN,"An it had not fallen flat-long."
2,1,882,GONZALO,"You are gentlemen of brave mettle; you would"
2,1,883,GONZALO,"lift the moon out of her sphere, if she would continue in it"
2,1,884,GONZALO,"five weeks without changing."
2,1,885,STAGE DIRECTION," _Enter ARIEL (invisible) playing solemn music._"
2,1,886,SEBASTIAN,"We would so, and then go a bat-fowling."
2,1,887,ANTONIO,"Nay, good my lord, be not angry."
2,1,888,GONZALO,"No, I warrant you; I will not adventure my discretion"
2,1,889,GONZALO,"so weakly. Will you laugh me asleep, for I am very"
2,1,890,GONZALO,"heavy?"
2,1,891,ANTONIO,"Go sleep, and hear us."
2,1,892,STAGE DIRECTION,"  [_All sleep except Alon., Seb., and Ant._"
2,1,893,AONSO,"What, all so soon asleep! I wish mine eyes"
2,1,894,AONSO,"Would, with themselves, shut up my thoughts: I find"
2,1,895,AONSO,"They are inclined to do so."
2,1,896,SEBASTIAN,"Please you, sir,"
2,1,897,SEBASTIAN,"Do not omit the heavy offer of it:"
2,1,898,SEBASTIAN,"It seldom visits sorrow; when it doth,"
2,1,899,SEBASTIAN,"It is a comforter."
2,1,900,ANTONIO,"We two, my lord,"
2,1,901,ANTONIO,"Will guard your person while you take your rest,"
2,1,902,ANTONIO,"And watch your safety."
2,1,903,AONSO,"Thank you.--Wondrous heavy."
2,1,904,STAGE DIRECTION," [_Alonso sleeps. Exit Ariel._"
2,1,905,SEBASTIAN,"What a strange drowsiness possesses them!"
2,1,906,ANTONIO,"It is the quality o’ the climate."
2,1,908,SEBASTIAN,"Why doth it not then our eyelids sink? I find not"
2,1,909,SEBASTIAN,"Myself disposed to sleep."
2,1,910,ANTONIO,"Nor I; my spirits are nimble."
2,1,911,ANTONIO,"They fell together all, as by consent;"
2,1,912,ANTONIO,"They dropp’d, as by a thunder-stroke. What might,"
2,1,913,ANTONIO,"Worthy Sebastian?--O, what might?--No more:--"
2,1,914,ANTONIO,"And yet methinks I see it in thy face,"
2,1,915,ANTONIO,"What thou shouldst be: the occasion speaks thee; and"
2,1,916,ANTONIO,"My strong imagination sees a crown"
2,1,917,ANTONIO,"Dropping upon thy head."
2,1,918,SEBASTIAN,"What, art thou waking?"
2,1,919,ANTONIO,"Do you not hear me speak?"
2,1,920,SEBASTIAN,"I do; and surely"
2,1,921,SEBASTIAN,"It is a sleepy language, and thou speak’st"
2,1,922,SEBASTIAN,"Out of thy sleep. What is it thou didst say?"
2,1,923,SEBASTIAN,"This is a strange repose, to be asleep"
2,1,924,SEBASTIAN,"With eyes wide open; standing, speaking, moving,"
2,1,925,SEBASTIAN,"And yet so fast asleep."
2,1,926,ANTONIO,"Noble Sebastian,"
2,1,927,ANTONIO,"Thou let’st thy fortune sleep--die, rather; wink’st"
2,1,928,ANTONIO,"Whiles thou art waking."
2,1,929,SEBASTIAN,"Thou dost snore distinctly;"
2,1,930,SEBASTIAN,"There’s meaning in thy snores."
2,1,931,ANTONIO,"I am more serious than my custom: you"
2,1,932,ANTONIO,"Must be so too, if heed me; which to do"
2,1,933,ANTONIO,"Trebles thee o’er."
2,1,934,SEBASTIAN,"Well, I am standing water."
2,1,935,ANTONIO,"I’ll teach you how to flow."
2,1,936,SEBASTIAN,"Do so: to ebb"
2,1,937,SEBASTIAN,"Hereditary sloth instructs me."
2,1,938,ANTONIO,"O, If you but knew how you the purpose cherish"
2,1,939,ANTONIO,"Whiles thus you mock it! how, in stripping it,"
2,1,940,ANTONIO,"You more invest it! Ebbing men, indeed,"
2,1,941,ANTONIO,"Most often do so near the bottom run"
2,1,942,ANTONIO,"By their own fear or sloth."
2,1,943,SEBASTIAN,"Prithee, say on:"
2,1,944,SEBASTIAN,"The setting of thine eye and cheek proclaim"
2,1,945,SEBASTIAN,"A matter from thee; and a birth, indeed,"
2,1,946,SEBASTIAN,"Which throes thee much to yield."
2,1,947,ANTONIO,"Thus, sir:"
2,1,948,ANTONIO,"Although this lord of weak remembrance, this,"
2,1,949,ANTONIO,"Who shall be of as little memory"
2,1,950,ANTONIO,"When he is earth’d, hath here almost persuaded,--"
